id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI04431,Omaha Day Menu - copy 1,memorabilia,ephemera,,"East Midway, South West",,"Omaha Day Menu, from dinner held on October 31, 1898, as part of Closing Day exercises.  Printed with blue ink on white stock, with gold edging. U.S. Eagle embossed in gold at top with with colorized shield. Text reads as follows: ""Omaha Day. Cream of Tomato; Olives; Radishes; Salmon Trout Au Gratin; Potatoes Parisienne; Filet of Beef Braized, Au Madure; Green Peas; Sauterne; Punch Imperial; Roast Chicken, Au Cresson; Saratoga Chips; Claret; Plumb [sic.] Pudding, Brandy Sauce; Fruit; Coffee; Cigars; Monday, October 31, 1898. Trans-Mississippi and International Exposition.""","Omaha Day,Closing Day,food,dinner",1898-10-31,31 October 1898,printed,4 1/4 x 6 7/16 in.,,,Omaha Public Library
TMI04432,Army and Navy Day Menu,memorabilia,ephemera,,"East Midway, South West",,"Army and Navy Day Menu, from dinner held October 13, 1898, during Peace Jubilee week. Printed with black ink on white stock, with gold edging. U.S. Flag printed in color at top.  Text reads as follows: ""Army and Navy Day. Bouillon En Tasse; Celery; Turban of Salmon, Very; Radishes; Olives; Lamb Chops, Senora; French Peas; Sauterne; Old Glory Punch; Roast Chicken, Au Cresson; Lettuce En Mayonnaise; Neapolitan Ice Cream; Cakes; Fruits; Coffee; Cigars; Trans-Mississippi and International Exposition. Markel Cafe. Thursday October 13th.""","Peace Jubilee,Army and Navy Day,food,dinner,Markel Cafe",1898-10-13,13 October 1898,printed,8 1/2 x 8 1/2 (diagonal) in.,,,Omaha Public Library
TMI04433,Presidents Day Luncheon Invitation,memorabilia,invitations,,"East Midway, South West",,Presidents Day Lunch Invitation to be held at the North Cafe. 1 notecard with envelope. Script printed on white paper in black ink.  Envelope printed with blue ink. ,,1898-10-12,12 October 1898,printed,5 x 4 in.,,,Omaha Public Library
TMI04434,Invitation to Reception at Wattles' Home,memorabilia,invitations,,,,"Invitation to reception at  home of Gurdon W. Wattles, at 320 South 37th Street, held on May 26, 1898, from 8-11 in the evening. 1 notecard previously folded in half with envelope. Printed with black ink on white stock. Handwriting in pencil on envelope.",,1898-05-26,26 May 1898,printed,4 5/16 x 6 3/8 in.,,,Omaha Public Library
TMI04435,"Seating Chart,  Dinner October 12, 1898",memorabilia,administrative documents,,"East Midway, South West",2,"Seating Chart for President's Day Dinner on October 12, 1898, held as part of Peace Jubilee week. 160 attendees listed, including President William McKinley. 1 sheet previously folded in half. Printed on cream paper with black ink.",,1898-10-12,12 October 1898,printed,8 1/2 x 5 5/8 in.,,,Omaha Public Library
TMI04436,Illinois Day Program,memorabilia,ephemera,,"Grand Court, South East",,"Illinois Day Program. Schedule of exercises held in auditorium beginning at 11:30 a.m. on Tuesday, June 21, 1898.  1 sheet previously folded in thirds. Printed with blue ink on cream colored paper. Partially transcribed in Haynes on page 71.",,1898-06-21,21 June 1898,printed,5 1/2 x 8 7/16 in.,,,Omaha Public Library
TMI04437,Kansas State Day Program,memorabilia,ephemera,,"Grand Court, South East",2,"Kansas State Day  Program. Schedule of exercies held in the auditorium beginning at 11:00 a.m. on Thursday, September 1, 1898. 1 sheet previously folded in thirds. Printed with black ink on white paper. Photograph of Kansas State Building on Bluff Tract printed on verso of sheet.",,1898-09-01,1 August 1898,printed,5 1/2 x 8 1/2 in.,,,Omaha Public Library
TMI04438,"""Little Sod Shanty on the Plains"" Sheet Music",memorabilia,ephemera,,"Bluff Tract, East",4,"Sheet music for ""The Little Sod Shanty on the Plains,"" a song written for the Trans-Mississippi and International Exposition. Cover includes images of a shanty and of the Nebraska State Building on Bluff Tract. Text, including lyrics, reads as follows: ""Dedicated to
THE FRATERNAL UNION OF AMERICA F. F. ROOSE, Supreme President, Omaha, Neb. THE SOD SHANDY: A Trans-Mississippi Souvenir.
 NEBRASKA BUILDING, TRANS-MISSISSIPPI EXPOSITION, 1898.
Published by Morte Parsons, 1810 St. Mary's Avenue, Omaha, Neb.
THE LITTLE SOD SHANTY ON THE PLAINS.
A TRANS-MISSISSIPPI SONG.
Words and Music by MORTE PARSONS.
Copyrighted 1898.
Far away out west, upon Nebraska's prairies,
We came nigh thirty happy years ago;
Since then my wife and I have been a toiling
From morn til night in summer and in snow.
We've not been very stylish or progressive,
Nor travelled much to spend our scanty gains;
We have labored hard, yet lived in health and plenty
In our little old shanty on the plains.
You may sing of love in bardic story, olden,
Or the meadow's breath, sweet scented with the rains,
But you ne'er can sweep the mem'ries sweet and golden,
From the little old sod shanty on the plains.
But...... now the times have changed out in Nebraska;
That old shanty mouldered in the long ago;
We have now a mansion large enough for twenty
Of our relative and friends who come and go;
And we're going to have the grandest Exposition
That this busy, gay old world has ever seen,
And they're coming, for we give to them a welcome
To the gates of Omaha, Nebraska's Queen."" 
You may sing and talk of fairs and expositions,
Of the war and brutal conduct of old Spain,
But the world had better look for transportation
To the Trans-Mississippi on the plains.""","Bluff Tract,Nebraska Sod House,music",1898-06-01,1 June 1898,printed,10 1/2 x 13 11/16 in.,"Parsons, Morte",,Omaha Public Library
TMI04439,Closing Exercises Invitation,memorabilia,invitations,,"Grand Court, South East",,"Invitation to Closing Exercises held in the Auditorium at 3 p.m. on October 31, and dinner at the North Cafe at 6 p.m. Printed on white notecard with black ink.",,1898-10-31,31 October 1898,printed,4 1/2 x 3 1/2 in.,"Wattles, Gurdon W.",,Omaha Public Library
TMI04441,Peace Jubilee Dinner Menu,memorabilia,ephemera,,"East Midway, South West",5,"Peace Jubilee Dinner Menu. Formal menu with envelope. Bound with white satin ribbon in top left corner. Cover imprinted with gold embossed seal of the United States and U.S. Flags in color. Interior pages include image of U.S. Government Building and Menu printed over image of Twin Tower Restaurants from vantage point of east end of the lagoon. Back Cover embossed with gold exposition seal. Interior text reads as follows: ""Peace Jubilee Dinner in honor of The President of the United States. The Trans-Mississippi and International Exposition, Omaha. Wednesday, October twelfth, 1898."" 
""Menu. Blue Points, Celery. Clear Green Turtle, Olives, Radishes. Planked Whitefish, with fine Herbs, Dressed Cucumbers. Braised Lamb Chops, French Peas. Sauterne. Presidential Punch. Roast Canvasback Duck with Cresses, Hominy. Champagne. Lettuce Salad. Ice Cream in Forms. Cakes. Fruits. Brie Cheese. Crackers. Coffee.",,1898-10-12,12 October 1898,printed,7 1/4 x 9 1/16 in.,,,Omaha Public Library
TMI04442,Peace Jubilee Souvenir Programme with note,memorabilia,ephemera,,,8,"Peace Jubilee Program. 1 program with envelope. Includes hadwritten list of day's events on Union National Bank stationary. Details of daily exercises are listed, including those for Civil Government Day on October 14, Children's Jubilee Day on October 15, President's Day on October 12, Army and Navy Day on October 13, Mayors' Day on October 10, and Governors' Day on October 11.  Participants include Chief Justice Fuller; Secretary of the Treasury, Lyman J Gage; Jas. Wilson, Secretary of Agriculture; C. N. Bliss, Secretary of the Interior; President William McKinley, Post Master General, Chas. Emory Smith; John D. Long, Sec'y of Navy; Rear Admiral, Geo. Dewey; Rear Admiral, W. T. Sampson; Rear Admiral, W. S. Schley; Russell A. Alger, Secretary of War; Maj. Gen, Joseph Wheeler; Maj. Gen. N.A. Miles; Maj. Gen. W.R. Shafter; and Silas A. Holcomb, Governor of Nebraska. Events include War Balloon Ascension, Illustration of Life-saving Service, Fireworks, Parades, Music by Innes' Band, Sham Battle by Indian Tribes, Lunches, and Dinners.","Peace Jubilee,McKinley,Mayors Day,Governors Day,Presidents Day,Army and Navy Day, Civil Government Day, Childrens Jubilee Day",1898-10-10,10 October 1898,printed,8 7/16 x 10 1/16 in.,,,Omaha Public Library
TMI04443,As An Eagle Stirreth Up Her Nest; An Oration,memorabilia,souvenir books,,"Grand Court, South East",20,"Oration Delivered July 4, 1898, by James M. Beck of the Philadelphia Bar. Booklet previously folded in half. Text transcribed within Haynes History, pages 387-398.",speech,1898-07-04,4 July 1898,printed,8 1/8 x 10 11/16 in.,"Beck, James M.",,Omaha Public Library
TMI04444,Peace Jubilee Celebration booklet,memorabilia,ephemera,,,7,"Itinery and Program for Government Officials during Peace Jubilee Celebration, October 10-15, 1898. Bound by red, white, and blue ribbon. Color illustration of U.S. flag on the cover.","Peace Jubilee,Presidents Day,Army and Navy Day, Civil Government Day",1898-10-12,12 October 1898,printed,8 x 5 1/2 in.,,,Omaha Public Library
TMI04447,Mines and Mining Building Ticket,memorabilia,tickets,,"Grand Court, North East",,"Blank admission ticket for Gallery Mines and Mining Building. Green ink printed on white paper. Text reads: ""Bureau of Entertainment. (Gallery Mines and Mining Building.)"" Admit ___ From June 1 to November 1, 1898.""",,,,printed,3 5/16 x 2 3/8 in.,,,Omaha Public Library
TMI04452,Map of the Trans-Mississippi and International Exposition,memorabilia,ephemera,,,,Map of Exposition. 1 sheet previously folded in half; 3 holes punch on 2 sides.,,,,printed,16 3/4 x 11 in.,,,Omaha Public Library
TMI04455,Moorish Palace.  A Temple of Art and Amusement,memorabilia,ephemera,,"East Midway, South West",3,"Moorish Palace. Catalogue. 1 sheet previously folded in eighths. Pamphlet. Text reads as follows: ""The Moorish Palace. A Temple of Art and Amusement. Located on East Midway....near Band Plaza.            Surmounted by its Moorish domes and minarets it is at once the largest and most imposing structure on the amusement section. In the outside lobby of the Palace there are on exhibition many interesting and amusing features, which are Absolutely Free, Everybody Welcome In The Lobby. Don't fail to see those funny mirrors and the wonderful moving figures in the lobby, Free. [Open this.]          The Interior of the Moorish Palace                   Is at once the most gorgeous and magnificent spectacle on the Grounds, the scene in the Main Hall being grand in the extreme.               Three Immense Floors                     Are devoted to exhibition purposes, being entirely fileld with realistic and striking representations of events and persons. After leaving the
Grand Hall
You wander through corridors and passageways, past scenes so realistic and life-like that  you feel yourself transported and seem to be actually witnessing the scenes depicted.
The Execution of marie Antoinette
Is a masterpiece which beggars description, while
The Fountian of Perennial Youth
Is another artistic gem which excites the wonder and admiration of every visitor.
The furnishings and decorations of
The Sultan's Harem
Were imported at a cost of $2600.
Striking Biblical Scenes, Events in American History, Shakespearian Tableaux, Fairy Lore, Ancient History,
Constitute a vast array of masterpieces which attract, delight and instruct.
The Chamber of Horrors
Contains many vivid and startling scenes which once seen will never be forgotten.
History of Crime (4 scenes),
Assassination of Lincoln,
Scalping a Prisoner,
Moorish Execution,
The Cannibal's Feast
And many others.
Don't Miss It.
There are many different features and suprises the Moorish Palace,
Some of them beautiful beyond description. Scenes that the most refined and artistic tastes can fully appreicate. Then again there are others on the weird and fantastic order, such as'
The Devil's Cave
In the Great Dome. The most realistic scene ever produced. A glimpse into Hades. Rocky gorges and crevices, in which lurk imps and devils.
Magical Electrical Effects, Faust Outdone, Be sure you see 
The Ride on the Razor. 
Tears, smiles, sighs, and hearty laughs all mingle together in the Moorish Palace.
Remember Three Large Halls Filled with Rare and Beautiful Scenes.
Catalogues free.""",,,,printed,3 1/2 x 5 7/8 in.,,,Omaha Public Library
TMI04456,Burlington Route Exhibit,memorabilia,souvenir books,,"Grand Court, North West",3,"Pamphlet for The Burlington Route Exhibit in the Agriculture Building, made by the Land Department of the Burlington & Missouri River Railroad in Nebraska. Includes a photo and description of the exhibit and a narrative about a family on the plains. 1 sheet previously folded in eighths. ",,,,printed,4 1/8 x 6 13/16 in.,,,Omaha Public Library
TMI04457,Report of the Nebraska State Commission for the Trans-Mississippi and International Exposition,memorabilia,administrative documents,,,2,Final reports of departments of Trans-Mississippi and International Exposition. Cover and title page only.,,1898-12-03,3 December 1898,printed,8 9/16 x 6 1/4 in.,Nebraska State Commission,,Omaha Public Library
TMI04460,"Book of Views; Greater America Exposition 1899.  Omaha, U.S.A.",memorabilia,souvenir books,,,27,"Souvenir Photograph book from Greater America Exposition of 1899. Includes Rinehart photos from Trans-Mississippi and International Exposiotion. 1 booklet, cover torn and loose. ",,1899,1899,printed,8 7/8 x 6 7/8 in.,,,Omaha Public Library
TMI04461,Trans-Mississippi Library Congress,memorabilia,administrative documents,,,39,"Notebook for Trans-Mississippi Library Congress at Omaha, Sept. 29th and 30th, and Oct. 1, 1898.  Includes administrative notes detailing decision to implement a congress of librarians during the Exposition, programs, and news articles from the Omaha Bee and the Omaha World Herald.",,,,manuscript; printed; newsprint,7 3/4 x 9 5/8 in.,,,Omaha Public Library
TMI04469,Neptune's Fountain,memorabilia,illustrations,,"Grand Court, West",,Colorized photograph of Neptune's fountain. U.S. Government Building and northwest colonnade behind fountain. Gondola in lagoon. Fountains turned on.,,,,photograph,7 3/16 x 4 1/2 in.,,,Omaha Public Library
TMI04470,"East End of Grand Court, Trans-Mississippi Exposition",memorabilia,illustrations,,"Grand Court, North East",,"Colorized photograph of Grand Court. East end of lagoon, Machinery and Electricity Building, Moorish Palace, Grand Colonnade, Twin Tower Restaurants, and Mines and Mining Building visible. Light crowd. ",,,,photograph,7 1/8 x 4 9/16 in.,,,Omaha Public Library
TMI04473,Employee Identification and Sleeping Pass,memorabilia,tickets,,,4,"Greater America Exposition Employee Identification tickets and sleeping passes, with photos. 2 tickets. First pass issued to A. W. Logan. Second pass issued to Frances Huston.",,,,printed with photos,2 5/8 x 4 18 in.,,,Omaha Public Library
TMI04475,Gurdon W. Wattles with Two Young Girls,memorabilia,ephemera,,,,"Black and white photograph of Gurdon W. Wattles, seated in rocking chair, with two young girls. Original photo framed.",,,,photograph,8 3/8 x 6 5/16 in.,,Gurdon W. Wattles,Omaha Public Library
TMI04490,Apiary Building,memorabilia,illustrations,,"Transportation, South West",,Drawing of Apiary Building. Colorized on photo paper. Photograph of person holding drawing.,,1898-06-01,1 June 1898,drawing,7 11/16 x 4 7/8 in.,,Gurdon W. Wattles,Omaha Public Library
TMI04493,Indian Congress Scrapbook,memorabilia,scrapbooks,,Indian Congress,9,Newspaper articles - Indian Congress. 9 pages previously pasted on backing.,,,,printed,8 7/8 x 12 in.,,,Omaha Public Library
TMI04496,"Rinehart's Book of Views. Photogravures of the Trans-Mississippi and International Exposition, Parts I-IV.",memorabilia,souvenir books,,,76,Trans-Mississippi and International Exposition - photographs. Collection in 4 books.,,1898-06-01,1 June 1898,printed,10 3/8 x 7 7/16 in.,"Rinehart, F. A.",,Omaha Public Library
TMI04497,Development of Railroading:  1828-1898,memorabilia,souvenir books,,,11,Union Pacific Railroad souvenir book. Development of railroading. 8 sheets with cover.,,1898-06-01,1 June 1898,printed,6 13/16 x 5 in.,,,Omaha Public Library
TMI04499,Trans-Mississippi and International Exposition,memorabilia,souvenir books,,,24,Armour & Company souvenir pamphlet with photographs. 12 sheets.,,1898-06-01,1 June 1898,printed,8 3/4 x 5 1/2 in.,,,Omaha Public Library
TMI04500,Grand Opera in English,memorabilia,ephemera,,,12,National Opera Company; Faust; Lakme'; Lohengrin. 6 sheets.,,1887-04-11,11 April 1887,printed,6 7/8 x 10 1/16 in.,,,Omaha Public Library
TMI04503,"The Midway, The Rialto",memorabilia,illustrations,,"North Midway, North East",,"Colorized photograph of the North Midway. Ostrich Farm, Rolling the Roll, Pabst Buildling, Scenic Railway, and Giant See-saw. Light crowd and guards.",,1898-06-01,1 June 1898,photograph,7 1/8 x 4 5/8 in.,"Rinehart, F. A.",,Omaha Public Library
TMI04504,Night Illumination of Grand Court,memorabilia,illustrations,,"Grand Court, West",,Colorized photograph of Grand Court at night. Liberal Arts and Fine Arts Buildings to the southwest; U.S. Government Building and balustraded island to the west; Agriculture and Manufactures Buildings to the northeast. Lights reflect in lagoon. Steps leading to the lagoon visable in foreground. ,,1898-06-01,1 June 1898,photograph,7 1/8 x 4 1/4 in.,"Rinehart, F. A.",,Omaha Public Library
TMI04505,Grand Court Looking West,memorabilia,illustrations,,"Grand Court, West",,"Colorized photograph of Grand Court and lagoon, looking west. Mines and Mining, Liberal Arts, and Fine Arts Buildings to the southwest; U.S. Government Building and balustrated island to the west; Agriculture, Manufactures, and Machingery and Electricity Buildings to the northeast. Swan gondola in lagoon.",,1898-06-01,1 June 1898,photograph,7 1/4 x 4 1/4 in.,"Rinehart, F. A.",,Omaha Public Library
